State,Year,resident_population,Pop_Unit
PA,2006,12511,Thousand
PA,2005,12450,Thousand
PA,2004,12411,Thousand
PA,2003,12375,Thousand
PA,2002,12331,Thousand
PA,2001,12299,Thousand
PA,2000,12284,Thousand
PA,1999,12264,Thousand
PA,1998,12246,Thousand
PA,1997,12228,Thousand
PA,1996,12220,Thousand
PA,1995,12198,Thousand
PA,1994,12166,Thousand
PA,1993,12120,Thousand
PA,1992,12049,Thousand
PA,1991,11982,Thousand
PA,1990,11903,Thousand
PA,1989,11866,Thousand
PA,1988,11846,Thousand
PA,1987,11811,Thousand
PA,1986,11783,Thousand
PA,1985,11771,Thousand
PA,1984,11815,Thousand
PA,1983,11838,Thousand
PA,1982,11845,Thousand
PA,1981,11859,Thousand
PA,1980,11868,Thousand
PA,1979,11888,Thousand
PA,1978,11879,Thousand
PA,1977,11894,Thousand
PA,1976,11897,Thousand
PA,1975,11906,Thousand
PA,1974,11871,Thousand
PA,1973,11891,Thousand
PA,1972,11908,Thousand
PA,1971,11886,Thousand
PA,1970,11813,Thousand
PA,1969,11741,Thousand
PA,1968,11741,Thousand
PA,1967,11681,Thousand
PA,1966,11664,Thousand
PA,1965,11620,Thousand
PA,1964,11519,Thousand
PA,1963,11424,Thousand
PA,1962,11355,Thousand
PA,1961,11392,Thousand
PA,1960,11329,Thousand
RI,2017,1056,Thousand
RI,2016,1057,Thousand
RI,2015,1056,Thousand
RI,2014,1056,Thousand
RI,2013,1055,Thousand
RI,2012,1055,Thousand
RI,2011,1054,Thousand
RI,2010,1054,Thousand
RI,2009,1054,Thousand
RI,2008,1055,Thousand
RI,2007,1057,Thousand
RI,2006,1063,Thousand
RI,2005,1068,Thousand
RI,2004,1075,Thousand
RI,2003,1071,Thousand
RI,2002,1066,Thousand
RI,2001,1057,Thousand
RI,2000,1050,Thousand
RI,1999,1040,Thousand
RI,1998,1031,Thousand
RI,1997,1025,Thousand
RI,1996,1021,Thousand
RI,1995,1017,Thousand
RI,1994,1016,Thousand
RI,1993,1015,Thousand
RI,1992,1013,Thousand
RI,1991,1011,Thousand
RI,1990,1006,Thousand
RI,1989,1001,Thousand
RI,1988,996,Thousand
RI,1987,990,Thousand
RI,1986,977,Thousand
RI,1985,969,Thousand
RI,1984,962,Thousand
RI,1983,956,Thousand
RI,1982,954,Thousand
RI,1981,953,Thousand
RI,1980,949,Thousand
RI,1979,950,Thousand
RI,1978,952,Thousand
RI,1977,950,Thousand
RI,1976,946,Thousand
RI,1975,943,Thousand
RI,1974,951,Thousand
RI,1973,976,Thousand
RI,1972,975,Thousand
RI,1971,963,Thousand
RI,1970,951,Thousand
RI,1969,932,Thousand
RI,1968,922,Thousand
RI,1967,909,Thousand
RI,1966,899,Thousand
RI,1965,893,Thousand
RI,1964,885,Thousand
RI,1963,876,Thousand
RI,1962,871,Thousand
RI,1961,858,Thousand
RI,1960,855,Thousand
SC,2017,5021,Thousand
SC,2016,4958,Thousand
SC,2015,4892,Thousand
SC,2014,4824,Thousand
SC,2013,4764,Thousand
SC,2012,4717,Thousand
SC,2011,4671,Thousand
SC,2010,4636,Thousand
SC,2009,4590,Thousand
SC,2008,4529,Thousand
SC,2007,4444,Thousand
SC,2006,4358,Thousand
SC,2005,4270,Thousand
SC,2004,4211,Thousand
SC,2003,4150,Thousand
SC,2002,4108,Thousand
SC,2001,4065,Thousand
SC,2000,4024,Thousand
SC,1999,3975,Thousand
SC,1998,3919,Thousand
SC,1997,3860,Thousand
SC,1996,3796,Thousand
SC,1995,3749,Thousand
SC,1994,3705,Thousand
SC,1993,3663,Thousand
SC,1992,3620,Thousand
SC,1991,3570,Thousand
SC,1990,3501,Thousand
SC,1989,3457,Thousand
SC,1988,3412,Thousand
SC,1987,3381,Thousand
SC,1986,3343,Thousand
SC,1985,3303,Thousand
SC,1984,3272,Thousand
SC,1983,3234,Thousand
SC,1982,3208,Thousand
SC,1981,3179,Thousand
SC,1980,3135,Thousand
SC,1979,3090,Thousand
SC,1978,3044,Thousand
SC,1977,2992,Thousand
SC,1976,2944,Thousand
SC,1975,2902,Thousand
SC,1974,2845,Thousand
SC,1973,2777,Thousand
SC,1972,2719,Thousand
SC,1971,2662,Thousand
SC,1970,2597,Thousand
SC,1969,2570,Thousand
SC,1968,2559,Thousand
SC,1967,2533,Thousand
SC,1966,2520,Thousand
SC,1965,2494,Thousand
SC,1964,2475,Thousand
SC,1963,2460,Thousand
SC,1962,2423,Thousand
SC,1961,2409,Thousand
SC,1960,2392,Thousand
SD,2017,873,Thousand
SD,2016,863,Thousand
SD,2015,854,Thousand
SD,2014,849,Thousand
SD,2013,842,Thousand
SD,2012,833,Thousand
SD,2011,823,Thousand
SD,2010,816,Thousand
SD,2009,807,Thousand
SD,2008,799,Thousand
SD,2007,792,Thousand
SD,2006,783,Thousand
SD,2005,775,Thousand
SD,2004,770,Thousand
SD,2003,764,Thousand
SD,2002,760,Thousand
SD,2001,758,Thousand
SD,2000,756,Thousand
SD,1999,750,Thousand
SD,1998,746,Thousand
SD,1997,744,Thousand
SD,1996,742,Thousand
SD,1995,738,Thousand
SD,1994,731,Thousand
SD,1993,722,Thousand
SD,1992,713,Thousand
SD,1991,704,Thousand
SD,1990,697,Thousand
SD,1989,697,Thousand
SD,1988,698,Thousand
SD,1987,696,Thousand
SD,1986,696,Thousand
SD,1985,698,Thousand
SD,1984,697,Thousand
SD,1983,693,Thousand
SD,1982,691,Thousand
SD,1981,690,Thousand
SD,1980,691,Thousand
SD,1979,688,Thousand
SD,1978,689,Thousand
SD,1977,688,Thousand
SD,1976,686,Thousand
SD,1975,681,Thousand
SD,1974,680,Thousand
SD,1973,679,Thousand
SD,1972,677,Thousand
SD,1971,671,Thousand
SD,1970,668,Thousand
SD,1969,668,Thousand
SD,1968,669,Thousand
SD,1967,671,Thousand
SD,1966,683,Thousand
SD,1965,692,Thousand
SD,1964,701,Thousand
SD,1963,708,Thousand
SD,1962,705,Thousand
SD,1961,693,Thousand
SD,1960,683,Thousand
TN,2017,6709,Thousand
TN,2016,6645,Thousand
TN,2015,6591,Thousand
TN,2014,6541,Thousand
TN,2013,6493,Thousand
TN,2012,6451,Thousand
TN,2011,6397,Thousand
TN,2010,6355,Thousand
TN,2009,6306,Thousand
TN,2008,6247,Thousand
TN,2007,6176,Thousand
TN,2006,6089,Thousand
TN,2005,5991,Thousand
TN,2004,5911,Thousand
TN,2003,5848,Thousand
TN,2002,5796,Thousand
TN,2001,5751,Thousand
TN,2000,5704,Thousand
TN,1999,5639,Thousand
TN,1998,5570,Thousand
TN,1997,5499,Thousand
TN,1996,5417,Thousand
TN,1995,5327,Thousand
TN,1994,5231,Thousand
TN,1993,5138,Thousand
TN,1992,5050,Thousand
TN,1991,4967,Thousand
TN,1990,4894,Thousand
TN,1989,4854,Thousand
TN,1988,4822,Thousand
TN,1987,4783,Thousand
TN,1986,4739,Thousand
TN,1985,4715,Thousand
TN,1984,4687,Thousand
TN,1983,4660,Thousand
TN,1982,4646,Thousand
TN,1981,4628,Thousand
TN,1980,4600,Thousand
TN,1979,4560,Thousand
TN,1978,4486,Thousand
TN,1977,4423,Thousand
TN,1976,4347,Thousand
TN,1975,4276,Thousand
TN,1974,4214,Thousand
TN,1973,4147,Thousand
TN,1972,4095,Thousand
TN,1971,4014,Thousand
TN,1970,3937,Thousand
TN,1969,3897,Thousand
TN,1968,3878,Thousand
TN,1967,3859,Thousand
TN,1966,3822,Thousand
TN,1965,3798,Thousand
TN,1964,3771,Thousand
TN,1963,3718,Thousand
TN,1962,3673,Thousand
TN,1961,3622,Thousand
TN,1960,3575,Thousand
TX,2017,28323,Thousand
TX,2016,27937,Thousand
TX,2015,27487,Thousand
TX,2014,26977,Thousand
TX,2013,26489,Thousand
TX,2012,26090,Thousand
TX,2011,25646,Thousand
TX,2010,25243,Thousand
TX,2009,24802,Thousand
TX,2008,24309,Thousand
TX,2007,23832,Thousand
TX,2006,23360,Thousand
TX,2005,22778,Thousand
TX,2004,22394,Thousand
TX,2003,22031,Thousand
TX,2002,21690,Thousand
TX,2001,21320,Thousand
TX,2000,20944,Thousand
TX,1999,20558,Thousand
TX,1998,20158,Thousand
TX,1997,19740,Thousand
TX,1996,19340,Thousand
TX,1995,18959,Thousand
TX,1994,18564,Thousand
TX,1993,18162,Thousand
TX,1992,17760,Thousand
TX,1991,17398,Thousand
TX,1990,17057,Thousand
TX,1989,16807,Thousand
TX,1988,16667,Thousand
TX,1987,16622,Thousand
TX,1986,16561,Thousand
TX,1985,16273,Thousand
TX,1984,16007,Thousand
TX,1983,15752,Thousand
TX,1982,15331,Thousand
TX,1981,14746,Thousand
TX,1980,14338,Thousand
TX,1979,13888,Thousand
TX,1978,13500,Thousand
TX,1977,13193,Thousand
TX,1976,12904,Thousand
TX,1975,12569,Thousand
TX,1974,12269,Thousand
TX,1973,12020,Thousand
TX,1972,11759,Thousand
TX,1971,11510,Thousand
TX,1970,11236,Thousand
TX,1969,11045,Thousand
TX,1968,10819,Thousand
TX,1967,10599,Thousand
TX,1966,10492,Thousand
TX,1965,10378,Thousand
TX,1964,10270,Thousand
TX,1963,10159,Thousand
TX,1962,10053,Thousand
TX,1961,9820,Thousand
TX,1960,9624,Thousand
UT,2017,3103,Thousand
UT,2016,3043,Thousand
UT,2015,2982,Thousand
UT,2014,2937,Thousand
UT,2013,2898,Thousand
UT,2012,2853,Thousand
UT,2011,2814,Thousand
UT,2010,2775,Thousand
UT,2009,2723,Thousand
UT,2008,2663,Thousand
UT,2007,2598,Thousand
UT,2006,2526,Thousand
UT,2005,2458,Thousand
UT,2004,2402,Thousand
UT,2003,2360,Thousand
UT,2002,2325,Thousand
UT,2001,2284,Thousand
UT,2000,2245,Thousand
UT,1999,2203,Thousand
UT,1998,2166,Thousand
UT,1997,2120,Thousand
UT,1996,2068,Thousand
UT,1995,2014,Thousand
UT,1994,1960,Thousand
UT,1993,1898,Thousand
UT,1992,1837,Thousand
UT,1991,1780,Thousand
UT,1990,1731,Thousand
UT,1989,1706,Thousand
UT,1988,1689,Thousand
UT,1987,1678,Thousand
UT,1986,1663,Thousand
UT,1985,1643,Thousand
UT,1984,1622,Thousand
UT,1983,1595,Thousand
UT,1982,1558,Thousand
UT,1981,1515,Thousand
UT,1980,1473,Thousand
UT,1979,1420,Thousand
UT,1978,1368,Thousand
UT,1977,1320,Thousand
UT,1976,1275,Thousand
UT,1975,1236,Thousand
UT,1974,1200,Thousand
UT,1973,1170,Thousand
UT,1972,1135,Thousand
UT,1971,1101,Thousand
UT,1970,1066,Thousand
UT,1969,1047,Thousand
UT,1968,1029,Thousand
UT,1967,1019,Thousand
UT,1966,1009,Thousand
UT,1965,991,Thousand
UT,1964,978,Thousand
UT,1963,974,Thousand
UT,1962,958,Thousand
UT,1961,936,Thousand
UT,1960,900,Thousand
VT,2017,625,Thousand
VT,2016,624,Thousand
VT,2015,625,Thousand
VT,2014,625,Thousand
VT,2013,626,Thousand
VT,2012,626,Thousand
VT,2011,627,Thousand
VT,2010,626,Thousand
VT,2009,625,Thousand
VT,2008,624,Thousand
VT,2007,623,Thousand
VT,2006,623,Thousand
VT,2005,621,Thousand
VT,2004,620,Thousand
VT,2003,618,Thousand
VT,2002,615,Thousand
VT,2001,612,Thousand
VT,2000,610,Thousand
VT,1999,605,Thousand
VT,1998,600,Thousand
VT,1997,597,Thousand
VT,1996,594,Thousand
VT,1995,589,Thousand
VT,1994,584,Thousand
VT,1993,578,Thousand
VT,1992,573,Thousand
VT,1991,569,Thousand
VT,1990,565,Thousand
VT,1989,558,Thousand
VT,1988,550,Thousand
VT,1987,540,Thousand
VT,1986,534,Thousand
VT,1985,530,Thousand
VT,1984,527,Thousand
VT,1983,523,Thousand
VT,1982,519,Thousand
VT,1981,516,Thousand
VT,1980,513,Thousand
VT,1979,505,Thousand
VT,1978,498,Thousand
VT,1977,492,Thousand
VT,1976,485,Thousand
VT,1975,480,Thousand
VT,1974,473,Thousand
VT,1973,468,Thousand
VT,1972,463,Thousand
VT,1971,454,Thousand
VT,1970,446,Thousand
VT,1969,437,Thousand
VT,1968,430,Thousand
VT,1967,423,Thousand
VT,1966,413,Thousand
VT,1965,404,Thousand
VT,1964,399,Thousand
VT,1963,397,Thousand
VT,1962,393,Thousand
VT,1961,390,Thousand
VT,1960,389,Thousand
VA,2017,8465,Thousand
VA,2016,8411,Thousand
VA,2015,8363,Thousand
VA,2014,8312,Thousand
VA,2013,8253,Thousand
VA,2012,8185,Thousand
VA,2011,8100,Thousand
VA,2010,8024,Thousand
VA,2009,7926,Thousand
VA,2008,7833,Thousand
VA,2007,7751,Thousand
VA,2006,7674,Thousand
VA,2005,7577,Thousand
VA,2004,7476,Thousand
VA,2003,7367,Thousand
VA,2002,7287,Thousand
VA,2001,7198,Thousand
VA,2000,7106,Thousand
VA,1999,7000,Thousand
VA,1998,6901,Thousand
VA,1997,6829,Thousand
VA,1996,6751,Thousand
VA,1995,6671,Thousand
VA,1994,6593,Thousand
VA,1993,6510,Thousand
VA,1992,6414,Thousand
VA,1991,6301,Thousand
VA,1990,6217,Thousand
VA,1989,6120,Thousand
VA,1988,6037,Thousand
VA,1987,5932,Thousand
VA,1986,5812,Thousand
VA,1985,5715,Thousand
VA,1984,5644,Thousand
VA,1983,5565,Thousand
VA,1982,5493,Thousand
VA,1981,5444,Thousand
VA,1980,5368,Thousand
VA,1979,5308,Thousand
VA,1978,5270,Thousand
VA,1977,5193,Thousand
VA,1976,5122,Thousand
VA,1975,5047,Thousand
VA,1974,4971,Thousand
VA,1973,4901,Thousand
VA,1972,4824,Thousand
VA,1971,4751,Thousand
VA,1970,4659,Thousand
VA,1969,4614,Thousand
VA,1968,4558,Thousand
VA,1967,4508,Thousand
VA,1966,4456,Thousand
VA,1965,4411,Thousand
VA,1964,4357,Thousand
VA,1963,4276,Thousand
VA,1962,4180,Thousand
VA,1961,4095,Thousand
VA,1960,3986,Thousand
WA,2017,7425,Thousand
WA,2016,7295,Thousand
WA,2015,7164,Thousand
WA,2014,7052,Thousand
WA,2013,6963,Thousand
WA,2012,6893,Thousand
WA,2011,6822,Thousand
WA,2010,6743,Thousand
WA,2009,6667,Thousand
WA,2008,6562,Thousand
WA,2007,6462,Thousand
WA,2006,6371,Thousand
WA,2005,6257,Thousand
WA,2004,6179,Thousand
WA,2003,6104,Thousand
WA,2002,6052,Thousand
WA,2001,5986,Thousand
WA,2000,5911,Thousand
WA,1999,5843,Thousand
WA,1998,5770,Thousand
WA,1997,5675,Thousand
WA,1996,5570,Thousand
WA,1995,5481,Thousand
WA,1994,5375,Thousand
WA,1993,5279,Thousand
WA,1992,5161,Thousand
WA,1991,5026,Thousand
WA,1990,4903,Thousand
WA,1989,4746,Thousand
WA,1988,4640,Thousand
WA,1987,4532,Thousand
WA,1986,4453,Thousand
WA,1985,4400,Thousand
WA,1984,4344,Thousand
WA,1983,4300,Thousand
WA,1982,4277,Thousand
WA,1981,4236,Thousand
WA,1980,4155,Thousand
WA,1979,4018,Thousand
WA,1978,3889,Thousand
WA,1977,3776,Thousand
WA,1976,3694,Thousand
WA,1975,3621,Thousand
WA,1974,3550,Thousand
WA,1973,3479,Thousand
WA,1972,3448,Thousand
WA,1971,3448,Thousand
WA,1970,3413,Thousand
WA,1969,3343,Thousand
WA,1968,3270,Thousand
WA,1967,3174,Thousand
WA,1966,3057,Thousand
WA,1965,2967,Thousand
WA,1964,2961,Thousand
WA,1963,2955,Thousand
WA,1962,2942,Thousand
WA,1961,2882,Thousand
WA,1960,2855,Thousand
WV,2017,1817,Thousand
WV,2016,1831,Thousand
WV,2015,1842,Thousand
WV,2014,1849,Thousand
WV,2013,1854,Thousand
WV,2012,1857,Thousand
WV,2011,1856,Thousand
WV,2010,1854,Thousand
WV,2009,1848,Thousand
WV,2008,1840,Thousand
WV,2007,1834,Thousand
WV,2006,1828,Thousand
WV,2005,1820,Thousand
WV,2004,1816,Thousand
WV,2003,1812,Thousand
WV,2002,1805,Thousand
WV,2001,1801,Thousand
WV,2000,1807,Thousand
WV,1999,1812,Thousand
WV,1998,1816,Thousand
WV,1997,1819,Thousand
WV,1996,1823,Thousand
WV,1995,1824,Thousand
WV,1994,1820,Thousand
WV,1993,1818,Thousand
WV,1992,1806,Thousand
WV,1991,1799,Thousand
WV,1990,1793,Thousand
WV,1989,1807,Thousand
WV,1988,1830,Thousand
WV,1987,1858,Thousand
WV,1986,1882,Thousand
WV,1985,1907,Thousand
WV,1984,1928,Thousand
WV,1983,1945,Thousand
WV,1982,1950,Thousand
WV,1981,1954,Thousand
WV,1980,1951,Thousand
WV,1979,1942,Thousand
WV,1978,1923,Thousand
WV,1977,1908,Thousand
WV,1976,1880,Thousand
WV,1975,1842,Thousand
WV,1974,1815,Thousand
WV,1973,1806,Thousand
WV,1972,1798,Thousand
WV,1971,1771,Thousand
WV,1970,1751,Thousand
WV,1969,1746,Thousand
WV,1968,1763,Thousand
WV,1967,1769,Thousand
WV,1966,1775,Thousand
WV,1965,1786,Thousand
WV,1964,1797,Thousand
WV,1963,1796,Thousand
WV,1962,1809,Thousand
WV,1961,1828,Thousand
WV,1960,1853,Thousand
WI,2017,5792,Thousand
WI,2016,5773,Thousand
WI,2015,5761,Thousand
WI,2014,5752,Thousand
WI,2013,5737,Thousand
WI,2012,5720,Thousand
WI,2011,5705,Thousand
WI,2010,5690,Thousand
WI,2009,5669,Thousand
WI,2008,5641,Thousand
WI,2007,5611,Thousand
WI,2006,5578,Thousand
WI,2005,5546,Thousand
WI,2004,5514,Thousand
WI,2003,5479,Thousand
WI,2002,5445,Thousand
WI,2001,5407,Thousand
WI,2000,5374,Thousand
WI,1999,5333,Thousand
WI,1998,5298,Thousand
WI,1997,5266,Thousand
WI,1996,5230,Thousand
WI,1995,5185,Thousand
WI,1994,5134,Thousand
WI,1993,5085,Thousand
WI,1992,5025,Thousand
WI,1991,4964,Thousand
WI,1990,4905,Thousand
WI,1989,4857,Thousand
WI,1988,4822,Thousand
WI,1987,4778,Thousand
WI,1986,4756,Thousand
WI,1985,4748,Thousand
WI,1984,4736,Thousand
WI,1983,4721,Thousand
WI,1982,4729,Thousand
WI,1981,4726,Thousand
WI,1980,4712,Thousand
WI,1979,4683,Thousand
WI,1978,4646,Thousand
WI,1977,4627,Thousand
WI,1976,4596,Thousand
WI,1975,4579,Thousand
WI,1974,4546,Thousand
WI,1973,4524,Thousand
WI,1972,4502,Thousand
WI,1971,4462,Thousand
WI,1970,4429,Thousand
WI,1969,4378,Thousand
WI,1968,4345,Thousand
WI,1967,4303,Thousand
WI,1966,4274,Thousand
WI,1965,4232,Thousand
WI,1964,4165,Thousand
WI,1963,4112,Thousand
WI,1962,4049,Thousand
WI,1961,4009,Thousand
WI,1960,3962,Thousand
WY,2017,579,Thousand
WY,2016,584,Thousand
WY,2015,586,Thousand
WY,2014,583,Thousand
WY,2013,582,Thousand
WY,2012,576,Thousand
WY,2011,567,Thousand
WY,2010,564,Thousand
WY,2009,560,Thousand
WY,2008,546,Thousand
WY,2007,535,Thousand
WY,2006,523,Thousand
WY,2005,514,Thousand
WY,2004,509,Thousand
WY,2003,503,Thousand
WY,2002,500,Thousand
WY,2001,495,Thousand
WY,2000,494,Thousand
WY,1999,492,Thousand
WY,1998,491,Thousand
WY,1997,489,Thousand
WY,1996,488,Thousand
WY,1995,485,Thousand
WY,1994,480,Thousand
WY,1993,473,Thousand
WY,1992,466,Thousand
WY,1991,459,Thousand
WY,1990,454,Thousand
WY,1989,458,Thousand
WY,1988,465,Thousand
WY,1987,477,Thousand
WY,1986,496,Thousand
WY,1985,500,Thousand
WY,1984,505,Thousand
WY,1983,510,Thousand
WY,1982,506,Thousand
WY,1981,492,Thousand
WY,1980,474,Thousand
WY,1979,454,Thousand
WY,1978,433,Thousand
WY,1977,413,Thousand
WY,1976,397,Thousand
WY,1975,382,Thousand
WY,1974,366,Thousand
WY,1973,354,Thousand
WY,1972,347,Thousand
WY,1971,340,Thousand
WY,1970,334,Thousand
WY,1969,329,Thousand
WY,1968,324,Thousand
WY,1967,322,Thousand
WY,1966,323,Thousand
WY,1965,332,Thousand
WY,1964,339,Thousand
WY,1963,336,Thousand
WY,1962,333,Thousand
WY,1961,337,Thousand
WY,1960,331,Thousand
