State,Year,Total_co2_emission,CO2_Unit
NC,1993,127.082332,million metric tons CO2
NC,1992,121.140639,million metric tons CO2
NC,1991,110.888882,million metric tons CO2
NC,1990,111.113882,million metric tons CO2
NC,1989,115.510696,million metric tons CO2
NC,1988,111.425115,million metric tons CO2
NC,1987,107.298983,million metric tons CO2
NC,1986,112.107539,million metric tons CO2
NC,1985,106.760886,million metric tons CO2
NC,1984,108.807569,million metric tons CO2
NC,1983,107.343971,million metric tons CO2
NC,1982,107.742362,million metric tons CO2
NC,1981,111.861576,million metric tons CO2
NC,1980,112.346916,million metric tons CO2
ND,2016,54.283107,million metric tons CO2
ND,2015,57.224223,million metric tons CO2
ND,2014,58.60172,million metric tons CO2
ND,2013,56.640846,million metric tons CO2
ND,2012,55.934628,million metric tons CO2
ND,2011,53.561826,million metric tons CO2
ND,2010,52.047486,million metric tons CO2
ND,2009,51.21863,million metric tons CO2
ND,2008,52.734837,million metric tons CO2
ND,2007,52.366447,million metric tons CO2
ND,2006,50.573418,million metric tons CO2
ND,2005,52.254974,million metric tons CO2
ND,2004,49.35621,million metric tons CO2
ND,2003,50.818262,million metric tons CO2
ND,2002,51.203451,million metric tons CO2
ND,2001,51.564903,million metric tons CO2
ND,2000,50.67414,million metric tons CO2
ND,1999,49.277079,million metric tons CO2
ND,1998,48.259177,million metric tons CO2
ND,1997,47.07697,million metric tons CO2
ND,1996,48.408607,million metric tons CO2
ND,1995,47.534486,million metric tons CO2
ND,1994,47.616418,million metric tons CO2
ND,1993,47.269411,million metric tons CO2
ND,1992,46.868736,million metric tons CO2
ND,1991,45.194944,million metric tons CO2
ND,1990,44.23641,million metric tons CO2
ND,1989,43.370703,million metric tons CO2
ND,1988,43.665641,million metric tons CO2
ND,1987,38.787363,million metric tons CO2
ND,1986,38.203986,million metric tons CO2
ND,1985,37.531817,million metric tons CO2
ND,1984,33.497873,million metric tons CO2
ND,1983,29.760726,million metric tons CO2
ND,1982,28.543388,million metric tons CO2
ND,1981,26.655824,million metric tons CO2
ND,1980,25.200373,million metric tons CO2
OH,2016,206.274364,million metric tons CO2
OH,2015,212.65892,million metric tons CO2
OH,2014,231.370205,million metric tons CO2
OH,2013,229.454563,million metric tons CO2
OH,2012,215.158072,million metric tons CO2
OH,2011,235.103906,million metric tons CO2
OH,2010,246.76384,million metric tons CO2
OH,2009,235.058217,million metric tons CO2
OH,2008,259.921044,million metric tons CO2
OH,2007,267.331718,million metric tons CO2
OH,2006,263.545492,million metric tons CO2
OH,2005,270.740485,million metric tons CO2
OH,2004,262.667157,million metric tons CO2
OH,2003,267.547684,million metric tons CO2
OH,2002,259.734751,million metric tons CO2
OH,2001,253.509786,million metric tons CO2
OH,2000,264.269557,million metric tons CO2
OH,1999,256.79581,million metric tons CO2
OH,1998,257.885527,million metric tons CO2
OH,1997,259.546881,million metric tons CO2
OH,1996,263.931309,million metric tons CO2
OH,1995,251.529183,million metric tons CO2
OH,1994,249.261956,million metric tons CO2
OH,1993,252.860237,million metric tons CO2
OH,1992,247.537354,million metric tons CO2
OH,1991,243.277923,million metric tons CO2
OH,1990,244.953242,million metric tons CO2
OH,1989,255.881867,million metric tons CO2
OH,1988,255.573202,million metric tons CO2
OH,1987,246.111175,million metric tons CO2
OH,1986,243.819714,million metric tons CO2
OH,1985,240.702982,million metric tons CO2
OH,1984,240.467248,million metric tons CO2
OH,1983,234.195225,million metric tons CO2
OH,1982,245.181225,million metric tons CO2
OH,1981,266.496464,million metric tons CO2
OH,1980,273.749955,million metric tons CO2
OK,2016,96.911043,million metric tons CO2
OK,2015,100.666411,million metric tons CO2
OK,2014,104.51588,million metric tons CO2
OK,2013,103.25855,million metric tons CO2
OK,2012,104.431602,million metric tons CO2
OK,2011,107.244381,million metric tons CO2
OK,2010,105.519628,million metric tons CO2
OK,2009,105.836533,million metric tons CO2
OK,2008,111.557763,million metric tons CO2
OK,2007,108.86774,million metric tons CO2
OK,2006,109.634984,million metric tons CO2
OK,2005,106.311547,million metric tons CO2
OK,2004,99.286875,million metric tons CO2
OK,2003,103.31713,million metric tons CO2
OK,2002,101.135081,million metric tons CO2
OK,2001,100.903859,million metric tons CO2
OK,2000,99.531969,million metric tons CO2
OK,1999,96.380678,million metric tons CO2
OK,1998,96.980556,million metric tons CO2
OK,1997,98.567953,million metric tons CO2
OK,1996,97.150726,million metric tons CO2
OK,1995,94.613905,million metric tons CO2
OK,1994,93.733069,million metric tons CO2
OK,1993,95.11483,million metric tons CO2
OK,1992,91.907773,million metric tons CO2
OK,1991,88.96292,million metric tons CO2
OK,1990,87.594645,million metric tons CO2
OK,1989,87.063994,million metric tons CO2
OK,1988,85.549824,million metric tons CO2
OK,1987,82.457202,million metric tons CO2
OK,1986,77.547154,million metric tons CO2
OK,1985,84.113072,million metric tons CO2
OK,1984,87.230727,million metric tons CO2
OK,1983,85.042093,million metric tons CO2
OK,1982,84.690239,million metric tons CO2
OK,1981,79.965336,million metric tons CO2
OK,1980,77.052768,million metric tons CO2
OR,2016,37.968582,million metric tons CO2
OR,2015,38.126722,million metric tons CO2
OR,2014,38.036133,million metric tons CO2
OR,2013,39.152974,million metric tons CO2
OR,2012,36.920503,million metric tons CO2
OR,2011,37.240308,million metric tons CO2
OR,2010,40.71451,million metric tons CO2
OR,2009,40.858083,million metric tons CO2
OR,2008,42.765116,million metric tons CO2
OR,2007,43.747883,million metric tons CO2
OR,2006,40.315063,million metric tons CO2
OR,2005,41.111408,million metric tons CO2
OR,2004,40.720603,million metric tons CO2
OR,2003,39.641998,million metric tons CO2
OR,2002,39.185346,million metric tons CO2
OR,2001,40.7171,million metric tons CO2
OR,2000,40.955598,million metric tons CO2
OR,1999,42.112991,million metric tons CO2
OR,1998,41.121123,million metric tons CO2
OR,1997,35.879189,million metric tons CO2
OR,1996,36.17602,million metric tons CO2
OR,1995,34.102861,million metric tons CO2
OR,1994,36.739517,million metric tons CO2
OR,1993,35.14493,million metric tons CO2
OR,1992,34.785317,million metric tons CO2
OR,1991,33.985809,million metric tons CO2
OR,1990,30.181657,million metric tons CO2
OR,1989,29.969876,million metric tons CO2
OR,1988,28.763201,million metric tons CO2
OR,1987,26.904115,million metric tons CO2
OR,1986,25.987405,million metric tons CO2
OR,1985,26.729541,million metric tons CO2
OR,1984,27.159281,million metric tons CO2
OR,1983,25.518057,million metric tons CO2
OR,1982,28.590282,million metric tons CO2
OR,1981,29.176747,million metric tons CO2
OR,1980,28.054164,million metric tons CO2
PA,2016,217.408711,million metric tons CO2
PA,2015,229.768452,million metric tons CO2
PA,2014,245.937469,million metric tons CO2
PA,2013,246.265128,million metric tons CO2
PA,2012,236.423051,million metric tons CO2
PA,2011,247.200853,million metric tons CO2
PA,2010,254.384712,million metric tons CO2
PA,2009,242.488171,million metric tons CO2
PA,2008,267.545676,million metric tons CO2
PA,2007,275.723317,million metric tons CO2
PA,2006,272.914499,million metric tons CO2
PA,2005,278.689569,million metric tons CO2
PA,2004,275.46,million metric tons CO2
PA,2003,272.753471,million metric tons CO2
PA,2002,269.084464,million metric tons CO2
PA,2001,262.354272,million metric tons CO2
PA,2000,275.352414,million metric tons CO2
PA,1999,262.381738,million metric tons CO2
PA,1998,264.083859,million metric tons CO2
PA,1997,275.256564,million metric tons CO2
PA,1996,273.906432,million metric tons CO2
PA,1995,267.998254,million metric tons CO2
PA,1994,265.652794,million metric tons CO2
PA,1993,268.197906,million metric tons CO2
PA,1992,263.645875,million metric tons CO2
PA,1991,255.248412,million metric tons CO2
PA,1990,262.88825,million metric tons CO2
PA,1989,271.081195,million metric tons CO2
PA,1988,267.84907,million metric tons CO2
PA,1987,255.854262,million metric tons CO2
PA,1986,244.622569,million metric tons CO2
PA,1985,249.972116,million metric tons CO2
PA,1984,261.924743,million metric tons CO2
PA,1983,244.413831,million metric tons CO2
PA,1982,240.14313,million metric tons CO2
PA,1981,271.319267,million metric tons CO2
PA,1980,294.197503,million metric tons CO2
RI,2016,9.749477,million metric tons CO2
RI,2015,10.900181,million metric tons CO2
RI,2014,10.645255,million metric tons CO2
RI,2013,10.150881,million metric tons CO2
RI,2012,10.541459,million metric tons CO2
RI,2011,11.045627,million metric tons CO2
RI,2010,11.016609,million metric tons CO2
RI,2009,11.24571,million metric tons CO2
RI,2008,10.671282,million metric tons CO2
RI,2007,11.071046,million metric tons CO2
RI,2006,10.524651,million metric tons CO2
RI,2005,11.204502,million metric tons CO2
RI,2004,10.94164,million metric tons CO2
RI,2003,11.510451,million metric tons CO2
RI,2002,11.722291,million metric tons CO2
RI,2001,12.295317,million metric tons CO2
RI,2000,11.740638,million metric tons CO2
RI,1999,13.238752,million metric tons CO2
RI,1998,13.893596,million metric tons CO2
RI,1997,13.625036,million metric tons CO2
RI,1996,13.547913,million metric tons CO2
RI,1995,12.131923,million metric tons CO2
RI,1994,12.881212,million metric tons CO2
RI,1993,10.861449,million metric tons CO2
RI,1992,13.087018,million metric tons CO2
RI,1991,10.821388,million metric tons CO2
RI,1990,8.911143,million metric tons CO2
RI,1989,9.275918,million metric tons CO2
RI,1988,10.373684,million metric tons CO2
RI,1987,9.890306,million metric tons CO2
RI,1986,9.585371,million metric tons CO2
RI,1985,8.510194,million metric tons CO2
RI,1984,8.499961,million metric tons CO2
RI,1983,7.688528,million metric tons CO2
RI,1982,7.449854,million metric tons CO2
RI,1981,7.777941,million metric tons CO2
RI,1980,8.467557,million metric tons CO2
SC,2016,71.707562,million metric tons CO2
SC,2015,72.622029,million metric tons CO2
SC,2014,74.227775,million metric tons CO2
SC,2013,69.994808,million metric tons CO2
SC,2012,72.964384,million metric tons CO2
SC,2011,79.505176,million metric tons CO2
SC,2010,83.370383,million metric tons CO2
SC,2009,79.122069,million metric tons CO2
SC,2008,84.578196,million metric tons CO2
SC,2007,86.836556,million metric tons CO2
SC,2006,86.340018,million metric tons CO2
SC,2005,86.011937,million metric tons CO2
SC,2004,87.381215,million metric tons CO2
SC,2003,80.480686,million metric tons CO2
SC,2002,79.928988,million metric tons CO2
SC,2001,78.358663,million metric tons CO2
SC,2000,80.726465,million metric tons CO2
SC,1999,77.021191,million metric tons CO2
SC,1998,74.006254,million metric tons CO2
SC,1997,71.280177,million metric tons CO2
SC,1996,68.778028,million metric tons CO2
SC,1995,64.784829,million metric tons CO2
SC,1994,65.77547,million metric tons CO2
SC,1993,65.637488,million metric tons CO2
SC,1992,60.707097,million metric tons CO2
SC,1991,61.805365,million metric tons CO2
SC,1990,60.477042,million metric tons CO2
SC,1989,60.230837,million metric tons CO2
SC,1988,60.70654,million metric tons CO2
SC,1987,57.368747,million metric tons CO2
SC,1986,53.832096,million metric tons CO2
SC,1985,53.625141,million metric tons CO2
SC,1984,52.784507,million metric tons CO2
SC,1983,49.54969,million metric tons CO2
SC,1982,51.912014,million metric tons CO2
SC,1981,55.26745,million metric tons CO2
SC,1980,55.102334,million metric tons CO2
SD,2016,14.995021,million metric tons CO2
SD,2015,14.254485,million metric tons CO2
SD,2014,15.493402,million metric tons CO2
SD,2013,15.458342,million metric tons CO2
SD,2012,15.006836,million metric tons CO2
SD,2011,14.641831,million metric tons CO2
SD,2010,15.104281,million metric tons CO2
SD,2009,14.764784,million metric tons CO2
SD,2008,14.998786,million metric tons CO2
SD,2007,13.905572,million metric tons CO2
SD,2006,13.390671,million metric tons CO2
SD,2005,13.301798,million metric tons CO2
SD,2004,13.79981,million metric tons CO2
SD,2003,13.715906,million metric tons CO2
SD,2002,13.821476,million metric tons CO2
SD,2001,13.477568,million metric tons CO2
SD,2000,14.187822,million metric tons CO2
SD,1999,13.452105,million metric tons CO2
SD,1998,12.840725,million metric tons CO2
SD,1997,13.27102,million metric tons CO2
SD,1996,12.767428,million metric tons CO2
SD,1995,12.791454,million metric tons CO2
SD,1994,12.999531,million metric tons CO2
SD,1993,12.356106,million metric tons CO2
SD,1992,11.65248,million metric tons CO2
SD,1991,11.542368,million metric tons CO2
SD,1990,11.872663,million metric tons CO2
SD,1989,11.826903,million metric tons CO2
SD,1988,11.45519,million metric tons CO2
SD,1987,9.439217,million metric tons CO2
SD,1986,10.644581,million metric tons CO2
SD,1985,11.007929,million metric tons CO2
SD,1984,10.774162,million metric tons CO2
SD,1983,10.407883,million metric tons CO2
SD,1982,11.399114,million metric tons CO2
SD,1981,10.89123,million metric tons CO2
SD,1980,11.604136,million metric tons CO2
TN,2016,103.072623,million metric tons CO2
TN,2015,99.951545,million metric tons CO2
TN,2014,103.645676,million metric tons CO2
TN,2013,98.273647,million metric tons CO2
TN,2012,99.648656,million metric tons CO2
TN,2011,106.068497,million metric tons CO2
TN,2010,109.571968,million metric tons CO2
TN,2009,101.971095,million metric tons CO2
TN,2008,120.415612,million metric tons CO2
TN,2007,126.911809,million metric tons CO2
TN,2006,127.176765,million metric tons CO2
TN,2005,125.144738,million metric tons CO2
TN,2004,123.71963,million metric tons CO2
TN,2003,122.324205,million metric tons CO2
TN,2002,124.054565,million metric tons CO2
TN,2001,124.720105,million metric tons CO2
TN,2000,126.943923,million metric tons CO2
TN,1999,121.052818,million metric tons CO2
TN,1998,120.560996,million metric tons CO2
TN,1997,122.03588,million metric tons CO2
TN,1996,118.564194,million metric tons CO2
TN,1995,117.806523,million metric tons CO2
TN,1994,110.986988,million metric tons CO2
TN,1993,116.331893,million metric tons CO2
TN,1992,105.255999,million metric tons CO2
TN,1991,99.846445,million metric tons CO2
TN,1990,104.413045,million metric tons CO2
TN,1989,102.086691,million metric tons CO2
TN,1988,105.294757,million metric tons CO2
TN,1987,102.47655,million metric tons CO2
TN,1986,103.550865,million metric tons CO2
TN,1985,101.953394,million metric tons CO2
TN,1984,97.480124,million metric tons CO2
TN,1983,93.816851,million metric tons CO2
TN,1982,86.906333,million metric tons CO2
TN,1981,97.730403,million metric tons CO2
TN,1980,99.884773,million metric tons CO2
TX,2016,653.821691,million metric tons CO2
TX,2015,618.551402,million metric tons CO2
TX,2014,618.026214,million metric tons CO2
TX,2013,620.003757,million metric tons CO2
TX,2012,590.116325,million metric tons CO2
TX,2011,595.184034,million metric tons CO2
TX,2010,576.234698,million metric tons CO2
TX,2009,541.13013,million metric tons CO2
TX,2008,574.867435,million metric tons CO2
TX,2007,608.590975,million metric tons CO2
TX,2006,611.268529,million metric tons CO2
TX,2005,601.565397,million metric tons CO2
TX,2004,637.837982,million metric tons CO2
TX,2003,644.933595,million metric tons CO2
TX,2002,651.131551,million metric tons CO2
TX,2001,640.639196,million metric tons CO2
TX,2000,647.330647,million metric tons CO2
TX,1999,623.391844,million metric tons CO2
TX,1998,647.354814,million metric tons CO2
TX,1997,641.286216,million metric tons CO2
TX,1996,615.449657,million metric tons CO2
TX,1995,572.721816,million metric tons CO2
TX,1994,567.992345,million metric tons CO2
TX,1993,567.478696,million metric tons CO2
TX,1992,549.256806,million metric tons CO2
TX,1991,550.288204,million metric tons CO2
TX,1990,555.338665,million metric tons CO2
TX,1989,546.831464,million metric tons CO2
TX,1988,526.405857,million metric tons CO2
TX,1987,494.074077,million metric tons CO2
TX,1986,488.340754,million metric tons CO2
TX,1985,489.981255,million metric tons CO2
TX,1984,484.920688,million metric tons CO2
TX,1983,473.517405,million metric tons CO2
TX,1982,471.009443,million metric tons CO2
TX,1981,497.244621,million metric tons CO2
TX,1980,508.703778,million metric tons CO2
UT,2016,58.761516,million metric tons CO2
UT,2015,63.469779,million metric tons CO2
UT,2014,65.107913,million metric tons CO2
UT,2013,66.78323,million metric tons CO2
UT,2012,61.408705,million metric tons CO2
UT,2011,64.110907,million metric tons CO2
UT,2010,63.633486,million metric tons CO2
UT,2009,64.377999,million metric tons CO2
UT,2008,69.153326,million metric tons CO2
UT,2007,70.004323,million metric tons CO2
UT,2006,68.047249,million metric tons CO2
UT,2005,66.755136,million metric tons CO2
UT,2004,65.140618,million metric tons CO2
UT,2003,62.71377,million metric tons CO2
UT,2002,61.958173,million metric tons CO2
UT,2001,62.720996,million metric tons CO2
UT,2000,64.880793,million metric tons CO2
UT,1999,62.037089,million metric tons CO2
UT,1998,63.221477,million metric tons CO2
UT,1997,60.817356,million metric tons CO2
UT,1996,58.697047,million metric tons CO2
UT,1995,57.895682,million metric tons CO2
UT,1994,57.552067,million metric tons CO2
UT,1993,56.478236,million metric tons CO2
UT,1992,54.5527,million metric tons CO2
UT,1991,52.99363,million metric tons CO2
UT,1990,54.122851,million metric tons CO2
UT,1989,51.887397,million metric tons CO2
UT,1988,51.238715,million metric tons CO2
UT,1987,44.129893,million metric tons CO2
UT,1986,35.503524,million metric tons CO2
UT,1985,36.546057,million metric tons CO2
UT,1984,35.545041,million metric tons CO2
UT,1983,33.274325,million metric tons CO2
UT,1982,32.018501,million metric tons CO2
UT,1981,33.568853,million metric tons CO2
UT,1980,35.807312,million metric tons CO2
VT,2016,5.954931,million metric tons CO2
VT,2015,6.161364,million metric tons CO2
VT,2014,5.902009,million metric tons CO2
VT,2013,5.759173,million metric tons CO2
VT,2012,5.465304,million metric tons CO2
VT,2011,5.821912,million metric tons CO2
VT,2010,5.895783,million metric tons CO2
VT,2009,6.175924,million metric tons CO2
VT,2008,5.943214,million metric tons CO2
VT,2007,6.511669,million metric tons CO2
VT,2006,6.683664,million metric tons CO2
VT,2005,6.809392,million metric tons CO2
VT,2004,7.032695,million metric tons CO2
VT,2003,6.602036,million metric tons CO2
VT,2002,6.358235,million metric tons CO2
VT,2001,6.612325,million metric tons CO2
VT,2000,6.750987,million metric tons CO2
VT,1999,6.499816,million metric tons CO2
VT,1998,6.256511,million metric tons CO2
VT,1997,6.489952,million metric tons CO2
VT,1996,6.285436,million metric tons CO2
VT,1995,6.001264,million metric tons CO2
VT,1994,6.031897,million metric tons CO2
VT,1993,6.20706,million metric tons CO2
VT,1992,6.138926,million metric tons CO2
VT,1991,5.676744,million metric tons CO2
VT,1990,5.493484,million metric tons CO2
VT,1989,5.658157,million metric tons CO2
VT,1988,5.74196,million metric tons CO2
VT,1987,5.479056,million metric tons CO2
VT,1986,5.081989,million metric tons CO2
VT,1985,5.186495,million metric tons CO2
VT,1984,4.988452,million metric tons CO2
VT,1983,4.449898,million metric tons CO2
VT,1982,4.103705,million metric tons CO2
VT,1981,4.508807,million metric tons CO2
VT,1980,4.665274,million metric tons CO2
VA,2016,104.237817,million metric tons CO2
VA,2015,103.198361,million metric tons CO2
VA,2014,104.079051,million metric tons CO2
VA,2013,105.042324,million metric tons CO2
VA,2012,97.800619,million metric tons CO2
VA,2011,99.821755,million metric tons CO2
VA,2010,108.652444,million metric tons CO2
VA,2009,105.464708,million metric tons CO2
VA,2008,116.532737,million metric tons CO2
VA,2007,127.724383,million metric tons CO2
VA,2006,122.459059,million metric tons CO2
VA,2005,128.941117,million metric tons CO2
VA,2004,127.093903,million metric tons CO2
VA,2003,123.264897,million metric tons CO2
VA,2002,119.126947,million metric tons CO2
VA,2001,120.594249,million metric tons CO2
VA,2000,122.889517,million metric tons CO2
VA,1999,113.959613,million metric tons CO2
VA,1998,111.939084,million metric tons CO2
VA,1997,109.942409,million metric tons CO2
VA,1996,107.706087,million metric tons CO2
VA,1995,103.141204,million metric tons CO2
VA,1994,100.847358,million metric tons CO2
VA,1993,101.968411,million metric tons CO2
VA,1992,97.518119,million metric tons CO2
VA,1991,96.36189,million metric tons CO2
VA,1990,95.131811,million metric tons CO2
VA,1989,100.011418,million metric tons CO2
VA,1988,96.830263,million metric tons CO2
VA,1987,93.686484,million metric tons CO2
VA,1986,87.116433,million metric tons CO2
VA,1985,82.331776,million metric tons CO2
VA,1984,82.913133,million metric tons CO2
VA,1983,77.096507,million metric tons CO2
VA,1982,74.869456,million metric tons CO2
VA,1981,78.533697,million metric tons CO2
VA,1980,82.465188,million metric tons CO2
WA,2016,78.856651,million metric tons CO2
WA,2015,73.419535,million metric tons CO2
WA,2014,71.536807,million metric tons CO2
WA,2013,73.082723,million metric tons CO2
WA,2012,68.290878,million metric tons CO2
WA,2011,68.539759,million metric tons CO2
WA,2010,73.422054,million metric tons CO2
WA,2009,73.370437,million metric tons CO2
WA,2008,75.535029,million metric tons CO2
WA,2007,78.860782,million metric tons CO2
WA,2006,73.374458,million metric tons CO2
WA,2005,75.751813,million metric tons CO2
WA,2004,74.772063,million metric tons CO2
WA,2003,73.524808,million metric tons CO2
WA,2002,71.521014,million metric tons CO2
WA,2001,77.94064,million metric tons CO2
WA,2000,78.093356,million metric tons CO2
WA,1999,76.176967,million metric tons CO2
WA,1998,76.063097,million metric tons CO2
WA,1997,75.521368,million metric tons CO2
WA,1996,76.158891,million metric tons CO2
WA,1995,73.295538,million metric tons CO2
WA,1994,75.113145,million metric tons CO2
WA,1993,70.846229,million metric tons CO2
WA,1992,73.676332,million metric tons CO2
WA,1991,67.226201,million metric tons CO2
WA,1990,66.289065,million metric tons CO2
WA,1989,67.173273,million metric tons CO2
WA,1988,65.156192,million metric tons CO2
WA,1987,61.387025,million metric tons CO2
WA,1986,57.226128,million metric tons CO2
WA,1985,55.985708,million metric tons CO2
WA,1984,53.925529,million metric tons CO2
WA,1983,47.840192,million metric tons CO2
WA,1982,50.893891,million metric tons CO2
WA,1981,54.290317,million metric tons CO2
WA,1980,55.78422,million metric tons CO2
WV,2016,94.552182,million metric tons CO2
WV,2015,92.08074,million metric tons CO2
WV,2014,99.95947,million metric tons CO2
WV,2013,94.331604,million metric tons CO2
WV,2012,92.056806,million metric tons CO2
WV,2011,97.734171,million metric tons CO2
WV,2010,100.386365,million metric tons CO2
WV,2009,89.368775,million metric tons CO2
WV,2008,110.202862,million metric tons CO2
WV,2007,114.372987,million metric tons CO2
WV,2006,112.147878,million metric tons CO2
WV,2005,111.982933,million metric tons CO2
WV,2004,109.794783,million metric tons CO2
WV,2003,113.056621,million metric tons CO2
WV,2002,116.478306,million metric tons CO2
WV,2001,103.52562,million metric tons CO2
WV,2000,114.188998,million metric tons CO2
WV,1999,114.694487,million metric tons CO2
WV,1998,114.044767,million metric tons CO2
WV,1997,110.645496,million metric tons CO2
WV,1996,106.979468,million metric tons CO2
WV,1995,104.347642,million metric tons CO2
WV,1994,105.944206,million metric tons CO2
WV,1993,98.373025,million metric tons CO2
WV,1992,96.966461,million metric tons CO2
WV,1991,95.376876,million metric tons CO2
WV,1990,103.079432,million metric tons CO2
WV,1989,109.13448,million metric tons CO2
WV,1988,106.519219,million metric tons CO2
WV,1987,101.507314,million metric tons CO2
WV,1986,101.196788,million metric tons CO2
WV,1985,101.852442,million metric tons CO2
WV,1984,104.979711,million metric tons CO2
WV,1983,97.569814,million metric tons CO2
WV,1982,95.928141,million metric tons CO2
WV,1981,104.033211,million metric tons CO2
WV,1980,102.899445,million metric tons CO2
WI,2016,95.609027,million metric tons CO2
WI,2015,99.831976,million metric tons CO2
WI,2014,101.061041,million metric tons CO2
WI,2013,100.810347,million metric tons CO2
WI,2012,90.188846,million metric tons CO2
WI,2011,97.379689,million metric tons CO2
WI,2010,98.234237,million metric tons CO2
WI,2009,95.846381,million metric tons CO2
WI,2008,104.78197,million metric tons CO2
WI,2007,104.384903,million metric tons CO2
WI,2006,102.649737,million metric tons CO2
WI,2005,110.483536,million metric tons CO2
WI,2004,107.209679,million metric tons CO2
WI,2003,104.74777,million metric tons CO2
WI,2002,106.735324,million metric tons CO2
WI,2001,105.57312,million metric tons CO2
WI,2000,107.755557,million metric tons CO2
WI,1999,105.581797,million metric tons CO2
WI,1998,101.295193,million metric tons CO2
WI,1997,103.338391,million metric tons CO2
WI,1996,100.731966,million metric tons CO2
WI,1995,96.577866,million metric tons CO2
WI,1994,93.684418,million metric tons CO2
WI,1993,90.483629,million metric tons CO2
WI,1992,87.125474,million metric tons CO2
WI,1991,88.006388,million metric tons CO2
WI,1990,85.727635,million metric tons CO2
WI,1989,87.047876,million metric tons CO2
WI,1988,86.35793,million metric tons CO2
WI,1987,81.807908,million metric tons CO2
WI,1986,80.191876,million metric tons CO2
WI,1985,80.612372,million metric tons CO2
WI,1984,80.983398,million metric tons CO2
WI,1983,78.730929,million metric tons CO2
WI,1982,77.256282,million metric tons CO2
WI,1981,78.358823,million metric tons CO2
WI,1980,81.792699,million metric tons CO2
WY,2016,60.672975,million metric tons CO2
WY,2015,63.373017,million metric tons CO2
WY,2014,65.319221,million metric tons CO2
WY,2013,68.233258,million metric tons CO2
WY,2012,66.10828,million metric tons CO2
WY,2011,63.840785,million metric tons CO2
WY,2010,65.000391,million metric tons CO2
WY,2009,63.452913,million metric tons CO2
WY,2008,66.656985,million metric tons CO2
WY,2007,66.216076,million metric tons CO2
WY,2006,63.856073,million metric tons CO2
WY,2005,62.978919,million metric tons CO2
WY,2004,63.639352,million metric tons CO2
WY,2003,63.778198,million metric tons CO2
WY,2002,61.893366,million metric tons CO2
WY,2001,63.167179,million metric tons CO2
WY,2000,62.898151,million metric tons CO2
WY,1999,62.007029,million metric tons CO2
WY,1998,63.50102,million metric tons CO2
WY,1997,58.659921,million metric tons CO2
WY,1996,59.286547,million metric tons CO2
WY,1995,57.924664,million metric tons CO2
WY,1994,60.144152,million metric tons CO2
WY,1993,57.9285,million metric tons CO2
WY,1992,60.695533,million metric tons CO2
WY,1991,55.002878,million metric tons CO2
WY,1990,56.72145,million metric tons CO2
WY,1989,53.158552,million metric tons CO2
WY,1988,54.883195,million metric tons CO2
WY,1987,52.718853,million metric tons CO2
WY,1986,42.600983,million metric tons CO2
WY,1985,49.897662,million metric tons CO2
WY,1984,45.811252,million metric tons CO2
WY,1983,41.64524,million metric tons CO2
WY,1982,46.083885,million metric tons CO2
WY,1981,44.57714,million metric tons CO2
WY,1980,40.769449,million metric tons CO2
