State,Year,Total_renewable_energy,Renew_Unit
PA,2016,164953,Billion Btu
PA,2015,168603,Billion Btu
PA,2014,180688,Billion Btu
PA,2013,182188,Billion Btu
PA,2012,151689,Billion Btu
PA,2011,161069,Billion Btu
PA,2010,139053,Billion Btu
PA,2009,126253,Billion Btu
PA,2008,114904,Billion Btu
PA,2007,105171,Billion Btu
PA,2006,107197,Billion Btu
PA,2005,104192,Billion Btu
PA,2004,110368,Billion Btu
PA,2003,109944,Billion Btu
PA,2002,96600,Billion Btu
PA,2001,95726,Billion Btu
PA,2000,113589,Billion Btu
PA,1999,109245,Billion Btu
PA,1998,110544,Billion Btu
PA,1997,114660,Billion Btu
PA,1996,131090,Billion Btu
PA,1995,113291,Billion Btu
PA,1994,112111,Billion Btu
PA,1993,104764,Billion Btu
PA,1992,107587,Billion Btu
PA,1991,90246,Billion Btu
PA,1990,91855,Billion Btu
PA,1989,98078,Billion Btu
PA,1988,108182,Billion Btu
PA,1987,108025,Billion Btu
PA,1986,117214,Billion Btu
PA,1985,148238,Billion Btu
PA,1984,152019,Billion Btu
PA,1983,167142,Billion Btu
PA,1982,149605,Billion Btu
PA,1981,147662,Billion Btu
PA,1980,136826,Billion Btu
PA,1979,106837,Billion Btu
PA,1978,90536,Billion Btu
PA,1977,84322,Billion Btu
PA,1976,81184,Billion Btu
PA,1975,73865,Billion Btu
PA,1974,72077,Billion Btu
PA,1973,70871,Billion Btu
PA,1972,70114,Billion Btu
PA,1971,60573,Billion Btu
PA,1970,67525,Billion Btu
PA,1969,61805,Billion Btu
PA,1968,62881,Billion Btu
PA,1967,68253,Billion Btu
PA,1966,63676,Billion Btu
PA,1965,61262,Billion Btu
PA,1964,60590,Billion Btu
PA,1963,60798,Billion Btu
PA,1962,61767,Billion Btu
PA,1961,61121,Billion Btu
PA,1960,66100,Billion Btu
RI,2016,4114,Billion Btu
RI,2015,4109,Billion Btu
RI,2014,4404,Billion Btu
RI,2013,2681,Billion Btu
RI,2012,2879,Billion Btu
RI,2011,3444,Billion Btu
RI,2010,3424,Billion Btu
RI,2009,3543,Billion Btu
RI,2008,2946,Billion Btu
RI,2007,2780,Billion Btu
RI,2006,2630,Billion Btu
RI,2005,879,Billion Btu
RI,2004,3846,Billion Btu
RI,2003,3787,Billion Btu
RI,2002,3699,Billion Btu
RI,2001,3898,Billion Btu
RI,2000,4520,Billion Btu
RI,1999,4403,Billion Btu
RI,1998,4197,Billion Btu
RI,1997,4347,Billion Btu
RI,1996,5562,Billion Btu
RI,1995,5079,Billion Btu
RI,1994,5066,Billion Btu
RI,1993,5181,Billion Btu
RI,1992,4840,Billion Btu
RI,1991,4585,Billion Btu
RI,1990,4499,Billion Btu
RI,1989,3806,Billion Btu
RI,1988,3528,Billion Btu
RI,1987,3302,Billion Btu
RI,1986,4653,Billion Btu
RI,1985,5081,Billion Btu
RI,1984,4946,Billion Btu
RI,1983,7401,Billion Btu
RI,1982,6053,Billion Btu
RI,1981,6645,Billion Btu
RI,1980,7287,Billion Btu
RI,1979,7124,Billion Btu
RI,1978,6577,Billion Btu
RI,1977,5295,Billion Btu
RI,1976,4704,Billion Btu
RI,1975,4050,Billion Btu
RI,1974,5023,Billion Btu
RI,1973,5108,Billion Btu
RI,1972,4934,Billion Btu
RI,1971,4851,Billion Btu
RI,1970,5268,Billion Btu
RI,1969,4428,Billion Btu
RI,1968,4266,Billion Btu
RI,1967,4150,Billion Btu
RI,1966,3771,Billion Btu
RI,1965,3561,Billion Btu
RI,1964,3533,Billion Btu
RI,1963,3221,Billion Btu
RI,1962,3139,Billion Btu
RI,1961,3011,Billion Btu
RI,1960,2951,Billion Btu
SC,2016,126475,Billion Btu
SC,2015,130136,Billion Btu
SC,2014,136766,Billion Btu
SC,2013,134031,Billion Btu
SC,2012,117888,Billion Btu
SC,2011,115777,Billion Btu
SC,2010,114508,Billion Btu
SC,2009,102995,Billion Btu
SC,2008,92008,Billion Btu
SC,2007,94997,Billion Btu
SC,2006,98610,Billion Btu
SC,2005,104205,Billion Btu
SC,2004,97431,Billion Btu
SC,2003,103796,Billion Btu
SC,2002,80639,Billion Btu
SC,2001,70574,Billion Btu
SC,2000,92462,Billion Btu
SC,1999,96967,Billion Btu
SC,1998,129956,Billion Btu
SC,1997,131983,Billion Btu
SC,1996,131794,Billion Btu
SC,1995,124701,Billion Btu
SC,1994,114631,Billion Btu
SC,1993,110225,Billion Btu
SC,1992,110649,Billion Btu
SC,1991,107666,Billion Btu
SC,1990,106105,Billion Btu
SC,1989,97057,Billion Btu
SC,1988,82436,Billion Btu
SC,1987,95655,Billion Btu
SC,1986,89782,Billion Btu
SC,1985,66594,Billion Btu
SC,1984,80275,Billion Btu
SC,1983,75398,Billion Btu
SC,1982,69144,Billion Btu
SC,1981,52168,Billion Btu
SC,1980,71184,Billion Btu
SC,1979,91528,Billion Btu
SC,1978,83872,Billion Btu
SC,1977,80884,Billion Btu
SC,1976,83353,Billion Btu
SC,1975,87805,Billion Btu
SC,1974,79895,Billion Btu
SC,1973,83883,Billion Btu
SC,1972,77077,Billion Btu
SC,1971,78568,Billion Btu
SC,1970,65064,Billion Btu
SC,1969,73251,Billion Btu
SC,1968,69381,Billion Btu
SC,1967,66176,Billion Btu
SC,1966,67699,Billion Btu
SC,1965,77346,Billion Btu
SC,1964,87558,Billion Btu
SC,1963,69832,Billion Btu
SC,1962,73455,Billion Btu
SC,1961,76284,Billion Btu
SC,1960,81969,Billion Btu
SD,2016,82703,Billion Btu
SD,2015,72698,Billion Btu
SD,2014,79222,Billion Btu
SD,2013,69102,Billion Btu
SD,2012,83396,Billion Btu
SD,2011,94481,Billion Btu
SD,2010,68210,Billion Btu
SD,2009,51099,Billion Btu
SD,2008,34074,Billion Btu
SD,2007,32789,Billion Btu
SD,2006,37450,Billion Btu
SD,2005,34687,Billion Btu
SD,2004,40115,Billion Btu
SD,2003,46142,Billion Btu
SD,2002,46542,Billion Btu
SD,2001,37753,Billion Btu
SD,2000,60512,Billion Btu
SD,1999,70397,Billion Btu
SD,1998,60725,Billion Btu
SD,1997,94209,Billion Btu
SD,1996,84972,Billion Btu
SD,1995,64324,Billion Btu
SD,1994,55198,Billion Btu
SD,1993,29039,Billion Btu
SD,1992,39955,Billion Btu
SD,1991,42450,Billion Btu
SD,1990,43298,Billion Btu
SD,1989,51224,Billion Btu
SD,1988,58362,Billion Btu
SD,1987,59702,Billion Btu
SD,1986,64005,Billion Btu
SD,1985,59844,Billion Btu
SD,1984,63771,Billion Btu
SD,1983,61572,Billion Btu
SD,1982,60267,Billion Btu
SD,1981,58574,Billion Btu
SD,1980,63775,Billion Btu
SD,1979,67819,Billion Btu
SD,1978,72806,Billion Btu
SD,1977,57133,Billion Btu
SD,1976,74830,Billion Btu
SD,1975,83960,Billion Btu
SD,1974,60394,Billion Btu
SD,1973,51534,Billion Btu
SD,1972,78339,Billion Btu
SD,1971,82558,Billion Btu
SD,1970,70185,Billion Btu
SD,1969,67419,Billion Btu
SD,1968,59858,Billion Btu
SD,1967,52576,Billion Btu
SD,1966,51565,Billion Btu
SD,1965,41595,Billion Btu
SD,1964,33645,Billion Btu
SD,1963,31784,Billion Btu
SD,1962,17252,Billion Btu
SD,1961,13609,Billion Btu
SD,1960,13974,Billion Btu
TN,2016,127173,Billion Btu
TN,2015,157151,Billion Btu
TN,2014,154468,Billion Btu
TN,2013,185717,Billion Btu
TN,2012,143005,Billion Btu
TN,2011,152488,Billion Btu
TN,2010,141186,Billion Btu
TN,2009,155555,Billion Btu
TN,2008,122544,Billion Btu
TN,2007,105896,Billion Btu
TN,2006,134692,Billion Btu
TN,2005,158277,Billion Btu
TN,2004,175977,Billion Btu
TN,2003,179977,Billion Btu
TN,2002,144778,Billion Btu
TN,2001,136233,Billion Btu
TN,2000,118161,Billion Btu
TN,1999,129913,Billion Btu
TN,1998,156780,Billion Btu
TN,1997,160090,Billion Btu
TN,1996,174630,Billion Btu
TN,1995,159822,Billion Btu
TN,1994,180785,Billion Btu
TN,1993,147536,Billion Btu
TN,1992,164869,Billion Btu
TN,1991,174490,Billion Btu
TN,1990,160765,Billion Btu
TN,1989,199586,Billion Btu
TN,1988,142675,Billion Btu
TN,1987,169235,Billion Btu
TN,1986,150886,Billion Btu
TN,1985,161546,Billion Btu
TN,1984,198686,Billion Btu
TN,1983,186827,Billion Btu
TN,1982,183923,Billion Btu
TN,1981,136647,Billion Btu
TN,1980,160372,Billion Btu
TN,1979,207250,Billion Btu
TN,1978,163042,Billion Btu
TN,1977,176225,Billion Btu
TN,1976,160069,Billion Btu
TN,1975,177299,Billion Btu
TN,1974,180418,Billion Btu
TN,1973,177886,Billion Btu
TN,1972,173103,Billion Btu
TN,1971,153090,Billion Btu
TN,1970,138417,Billion Btu
TN,1969,131914,Billion Btu
TN,1968,132020,Billion Btu
TN,1967,147297,Billion Btu
TN,1966,128629,Billion Btu
TN,1965,138006,Billion Btu
TN,1964,141564,Billion Btu
TN,1963,127030,Billion Btu
TN,1962,145125,Billion Btu
TN,1961,136653,Billion Btu
TN,1960,138708,Billion Btu
TX,2016,645737,Billion Btu
TX,2015,526098,Billion Btu
TX,2014,486452,Billion Btu
TX,2013,448021,Billion Btu
TX,2012,406314,Billion Btu
TX,2011,395241,Billion Btu
TX,2010,354583,Billion Btu
TX,2009,272327,Billion Btu
TX,2008,272381,Billion Btu
TX,2007,191762,Billion Btu
TX,2006,152231,Billion Btu
TX,2005,137516,Billion Btu
TX,2004,120812,Billion Btu
TX,2003,115456,Billion Btu
TX,2002,121027,Billion Btu
TX,2001,96535,Billion Btu
TX,2000,96071,Billion Btu
TX,1999,93993,Billion Btu
TX,1998,110071,Billion Btu
TX,1997,122666,Billion Btu
TX,1996,110535,Billion Btu
TX,1995,117889,Billion Btu
TX,1994,114097,Billion Btu
TX,1993,117228,Billion Btu
TX,1992,133796,Billion Btu
TX,1991,120267,Billion Btu
TX,1990,115240,Billion Btu
TX,1989,125395,Billion Btu
TX,1988,108868,Billion Btu
TX,1987,116837,Billion Btu
TX,1986,110298,Billion Btu
TX,1985,93473,Billion Btu
TX,1984,87009,Billion Btu
TX,1983,75771,Billion Btu
TX,1982,80427,Billion Btu
TX,1981,70512,Billion Btu
TX,1980,65819,Billion Btu
TX,1979,89721,Billion Btu
TX,1978,84175,Billion Btu
TX,1977,82566,Billion Btu
TX,1976,75965,Billion Btu
TX,1975,75872,Billion Btu
TX,1974,76691,Billion Btu
TX,1973,78102,Billion Btu
TX,1972,67560,Billion Btu
TX,1971,60471,Billion Btu
TX,1970,62757,Billion Btu
TX,1969,64351,Billion Btu
TX,1968,62939,Billion Btu
TX,1967,49944,Billion Btu
TX,1966,51980,Billion Btu
TX,1965,48967,Billion Btu
TX,1964,43884,Billion Btu
TX,1963,42718,Billion Btu
TX,1962,47721,Billion Btu
TX,1961,52023,Billion Btu
TX,1960,50155,Billion Btu
UT,2016,33653,Billion Btu
UT,2015,21462,Billion Btu
UT,2014,21576,Billion Btu
UT,2013,17067,Billion Btu
UT,2012,20513,Billion Btu
UT,2011,24231,Billion Btu
UT,2010,17469,Billion Btu
UT,2009,15951,Billion Btu
UT,2008,13953,Billion Btu
UT,2007,11031,Billion Btu
UT,2006,13202,Billion Btu
UT,2005,13607,Billion Btu
UT,2004,10581,Billion Btu
UT,2003,10252,Billion Btu
UT,2002,10879,Billion Btu
UT,2001,10816,Billion Btu
UT,2000,15405,Billion Btu
UT,1999,20361,Billion Btu
UT,1998,19503,Billion Btu
UT,1997,20402,Billion Btu
UT,1996,17160,Billion Btu
UT,1995,15540,Billion Btu
UT,1994,13808,Billion Btu
UT,1993,14575,Billion Btu
UT,1992,12378,Billion Btu
UT,1991,12553,Billion Btu
UT,1990,10774,Billion Btu
UT,1989,11676,Billion Btu
UT,1988,11778,Billion Btu
UT,1987,14262,Billion Btu
UT,1986,22999,Billion Btu
UT,1985,18680,Billion Btu
UT,1984,21624,Billion Btu
UT,1983,21168,Billion Btu
UT,1982,16757,Billion Btu
UT,1981,12388,Billion Btu
UT,1980,13025,Billion Btu
UT,1979,13634,Billion Btu
UT,1978,12093,Billion Btu
UT,1977,11709,Billion Btu
UT,1976,14974,Billion Btu
UT,1975,14074,Billion Btu
UT,1974,12440,Billion Btu
UT,1973,14683,Billion Btu
UT,1972,15234,Billion Btu
UT,1971,12615,Billion Btu
UT,1970,10079,Billion Btu
UT,1969,13957,Billion Btu
UT,1968,12791,Billion Btu
UT,1967,13266,Billion Btu
UT,1966,10173,Billion Btu
UT,1965,11501,Billion Btu
UT,1964,10151,Billion Btu
UT,1963,5699,Billion Btu
UT,1962,6192,Billion Btu
UT,1961,4591,Billion Btu
UT,1960,5494,Billion Btu
VT,2016,28443,Billion Btu
VT,2015,30551,Billion Btu
VT,2014,32973,Billion Btu
VT,2013,33455,Billion Btu
VT,2012,25999,Billion Btu
VT,2011,29295,Billion Btu
VT,2010,30716,Billion Btu
VT,2009,31572,Billion Btu
VT,2008,27029,Billion Btu
VT,2007,18652,Billion Btu
VT,2006,27595,Billion Btu
VT,2005,24325,Billion Btu
VT,2004,22040,Billion Btu
VT,2003,24054,Billion Btu
VT,2002,22714,Billion Btu
VT,2001,17341,Billion Btu
VT,2000,21389,Billion Btu
VT,1999,20800,Billion Btu
VT,1998,20290,Billion Btu
VT,1997,19949,Billion Btu
VT,1996,21867,Billion Btu
VT,1995,19167,Billion Btu
VT,1994,19068,Billion Btu
VT,1993,18238,Billion Btu
VT,1992,16014,Billion Btu
VT,1991,17310,Billion Btu
VT,1990,19484,Billion Btu
VT,1989,20018,Billion Btu
VT,1988,21704,Billion Btu
VT,1987,23132,Billion Btu
VT,1986,23871,Billion Btu
VT,1985,26890,Billion Btu
VT,1984,26036,Billion Btu
VT,1983,26554,Billion Btu
VT,1982,22667,Billion Btu
VT,1981,24825,Billion Btu
VT,1980,22881,Billion Btu
VT,1979,22340,Billion Btu
VT,1978,20504,Billion Btu
VT,1977,19373,Billion Btu
VT,1976,19325,Billion Btu
VT,1975,16361,Billion Btu
VT,1974,16134,Billion Btu
VT,1973,17149,Billion Btu
VT,1972,15955,Billion Btu
VT,1971,14594,Billion Btu
VT,1970,14717,Billion Btu
VT,1969,16109,Billion Btu
VT,1968,15086,Billion Btu
VT,1967,15167,Billion Btu
VT,1966,15557,Billion Btu
VT,1965,14396,Billion Btu
VT,1964,13500,Billion Btu
VT,1963,13995,Billion Btu
VT,1962,15682,Billion Btu
VT,1961,15369,Billion Btu
VT,1960,17339,Billion Btu
VA,2016,134016,Billion Btu
VA,2015,131610,Billion Btu
VA,2014,130714,Billion Btu
VA,2013,118231,Billion Btu
VA,2012,101529,Billion Btu
VA,2011,102295,Billion Btu
VA,2010,107312,Billion Btu
VA,2009,114854,Billion Btu
VA,2008,117389,Billion Btu
VA,2007,116779,Billion Btu
VA,2006,118780,Billion Btu
VA,2005,126819,Billion Btu
VA,2004,110813,Billion Btu
VA,2003,104127,Billion Btu
VA,2002,76937,Billion Btu
VA,2001,92682,Billion Btu
VA,2000,113879,Billion Btu
VA,1999,120016,Billion Btu
VA,1998,122808,Billion Btu
VA,1997,123325,Billion Btu
VA,1996,136187,Billion Btu
VA,1995,125996,Billion Btu
VA,1994,122062,Billion Btu
VA,1993,118674,Billion Btu
VA,1992,109680,Billion Btu
VA,1991,106068,Billion Btu
VA,1990,104315,Billion Btu
VA,1989,95908,Billion Btu
VA,1988,77751,Billion Btu
VA,1987,85138,Billion Btu
VA,1986,82999,Billion Btu
VA,1985,99365,Billion Btu
VA,1984,102357,Billion Btu
VA,1983,95399,Billion Btu
VA,1982,93247,Billion Btu
VA,1981,79217,Billion Btu
VA,1980,85571,Billion Btu
VA,1979,95181,Billion Btu
VA,1978,86397,Billion Btu
VA,1977,73803,Billion Btu
VA,1976,76045,Billion Btu
VA,1975,66861,Billion Btu
VA,1974,66085,Billion Btu
VA,1973,69214,Billion Btu
VA,1972,70488,Billion Btu
VA,1971,66364,Billion Btu
VA,1970,62711,Billion Btu
VA,1969,64159,Billion Btu
VA,1968,63863,Billion Btu
VA,1967,61774,Billion Btu
VA,1966,64055,Billion Btu
VA,1965,63439,Billion Btu
VA,1964,63580,Billion Btu
VA,1963,64267,Billion Btu
VA,1962,67678,Billion Btu
VA,1961,66456,Billion Btu
VA,1960,69706,Billion Btu
WA,2016,907655,Billion Btu
WA,2015,856438,Billion Btu
WA,2014,935268,Billion Btu
WA,2013,922251,Billion Btu
WA,2012,1016235,Billion Btu
WA,2011,1056258,Billion Btu
WA,2010,817750,Billion Btu
WA,2009,832048,Billion Btu
WA,2008,879243,Billion Btu
WA,2007,883153,Billion Btu
WA,2006,928254,Billion Btu
WA,2005,807670,Billion Btu
WA,2004,817539,Billion Btu
WA,2003,829004,Billion Btu
WA,2002,887661,Billion Btu
WA,2001,658828,Billion Btu
WA,2000,908594,Billion Btu
WA,1999,1081546,Billion Btu
WA,1998,901648,Billion Btu
WA,1997,1158647,Billion Btu
WA,1996,1108921,Billion Btu
WA,1995,941417,Billion Btu
WA,1994,773296,Billion Btu
WA,1993,790894,Billion Btu
WA,1992,802475,Billion Btu
WA,1991,1006726,Billion Btu
WA,1990,1003698,Billion Btu
WA,1989,854818,Billion Btu
WA,1988,834675,Billion Btu
WA,1987,849986,Billion Btu
WA,1986,942547,Billion Btu
WA,1985,917017,Billion Btu
WA,1984,981343,Billion Btu
WA,1983,1004575,Billion Btu
WA,1982,1007980,Billion Btu
WA,1981,1074400,Billion Btu
WA,1980,951633,Billion Btu
WA,1979,900631,Billion Btu
WA,1978,1002202,Billion Btu
WA,1977,773465,Billion Btu
WA,1976,1051188,Billion Btu
WA,1975,935362,Billion Btu
WA,1974,926539,Billion Btu
WA,1973,783243,Billion Btu
WA,1972,854559,Billion Btu
WA,1971,817275,Billion Btu
WA,1970,796121,Billion Btu
WA,1969,772827,Billion Btu
WA,1968,736245,Billion Btu
WA,1967,678045,Billion Btu
WA,1966,617245,Billion Btu
WA,1965,581530,Billion Btu
WA,1964,557343,Billion Btu
WA,1963,514264,Billion Btu
WA,1962,476680,Billion Btu
WA,1961,455762,Billion Btu
WA,1960,428129,Billion Btu
WV,2016,44824,Billion Btu
WV,2015,45199,Billion Btu
WV,2014,50319,Billion Btu
WV,2013,54160,Billion Btu
WV,2012,44235,Billion Btu
WV,2011,44580,Billion Btu
WV,2010,42406,Billion Btu
WV,2009,45048,Billion Btu
WV,2008,29247,Billion Btu
WV,2007,26006,Billion Btu
WV,2006,28268,Billion Btu
WV,2005,28331,Billion Btu
WV,2004,19228,Billion Btu
WV,2003,19809,Billion Btu
WV,2002,15137,Billion Btu
WV,2001,14725,Billion Btu
WV,2000,17379,Billion Btu
WV,1999,14808,Billion Btu
WV,1998,16211,Billion Btu
WV,1997,17582,Billion Btu
WV,1996,22037,Billion Btu
WV,1995,19453,Billion Btu
WV,1994,18699,Billion Btu
WV,1993,18459,Billion Btu
WV,1992,18470,Billion Btu
WV,1991,16399,Billion Btu
WV,1990,18512,Billion Btu
WV,1989,25599,Billion Btu
WV,1988,29016,Billion Btu
WV,1987,28499,Billion Btu
WV,1986,31416,Billion Btu
WV,1985,25050,Billion Btu
WV,1984,25619,Billion Btu
WV,1983,23389,Billion Btu
WV,1982,25803,Billion Btu
WV,1981,22022,Billion Btu
WV,1980,23421,Billion Btu
WV,1979,33875,Billion Btu
WV,1978,27252,Billion Btu
WV,1977,24320,Billion Btu
WV,1976,24758,Billion Btu
WV,1975,22798,Billion Btu
WV,1974,23779,Billion Btu
WV,1973,24229,Billion Btu
WV,1972,24771,Billion Btu
WV,1971,22281,Billion Btu
WV,1970,21152,Billion Btu
WV,1969,21430,Billion Btu
WV,1968,21573,Billion Btu
WV,1967,22471,Billion Btu
WV,1966,20101,Billion Btu
WV,1965,20560,Billion Btu
WV,1964,21666,Billion Btu
WV,1963,21029,Billion Btu
WV,1962,23755,Billion Btu
WV,1961,23666,Billion Btu
WV,1960,23464,Billion Btu
WI,2016,129893,Billion Btu
WI,2015,131482,Billion Btu
WI,2014,140932,Billion Btu
WI,2013,138009,Billion Btu
WI,2012,127575,Billion Btu
WI,2011,132130,Billion Btu
WI,2010,132144,Billion Btu
WI,2009,107292,Billion Btu
WI,2008,114688,Billion Btu
WI,2007,109034,Billion Btu
WI,2006,115196,Billion Btu
WI,2005,120705,Billion Btu
WI,2004,93609,Billion Btu
WI,2003,104497,Billion Btu
WI,2002,98559,Billion Btu
WI,2001,121275,Billion Btu
WI,2000,112750,Billion Btu
WI,1999,113636,Billion Btu
WI,1998,107579,Billion Btu
WI,1997,122612,Billion Btu
WI,1996,123279,Billion Btu
WI,1995,110975,Billion Btu
WI,1994,106756,Billion Btu
WI,1993,104600,Billion Btu
WI,1992,108919,Billion Btu
WI,1991,108259,Billion Btu
WI,1990,102565,Billion Btu
WI,1989,123657,Billion Btu
WI,1988,157160,Billion Btu
WI,1987,152842,Billion Btu
WI,1986,161718,Billion Btu
WI,1985,217765,Billion Btu
WI,1984,215468,Billion Btu
WI,1983,217656,Billion Btu
WI,1982,195431,Billion Btu
WI,1981,196641,Billion Btu
WI,1980,187312,Billion Btu
WI,1979,92876,Billion Btu
WI,1978,90777,Billion Btu
WI,1977,74518,Billion Btu
WI,1976,69570,Billion Btu
WI,1975,66067,Billion Btu
WI,1974,65621,Billion Btu
WI,1973,67818,Billion Btu
WI,1972,65646,Billion Btu
WI,1971,61793,Billion Btu
WI,1970,58313,Billion Btu
WI,1969,62804,Billion Btu
WI,1968,65830,Billion Btu
WI,1967,61003,Billion Btu
WI,1966,60892,Billion Btu
WI,1965,61690,Billion Btu
WI,1964,54980,Billion Btu
WI,1963,55114,Billion Btu
WI,1962,61695,Billion Btu
WI,1961,60619,Billion Btu
WI,1960,64968,Billion Btu
WY,2016,51279,Billion Btu
WY,2015,45048,Billion Btu
WY,2014,52436,Billion Btu
WY,2013,51331,Billion Btu
WY,2012,51941,Billion Btu
WY,2011,58644,Billion Btu
WY,2010,43536,Billion Btu
WY,2009,33116,Billion Btu
WY,2008,20835,Billion Btu
WY,2007,17623,Billion Btu
WY,2006,18692,Billion Btu
WY,2005,18449,Billion Btu
WY,2004,13747,Billion Btu
WY,2003,11324,Billion Btu
WY,2002,12014,Billion Btu
WY,2001,14469,Billion Btu
WY,2000,14845,Billion Btu
WY,1999,14023,Billion Btu
WY,1998,15592,Billion Btu
WY,1997,16153,Billion Btu
WY,1996,14684,Billion Btu
WY,1995,10358,Billion Btu
WY,1994,11592,Billion Btu
WY,1993,10208,Billion Btu
WY,1992,8786,Billion Btu
WY,1991,10494,Billion Btu
WY,1990,9451,Billion Btu
WY,1989,10449,Billion Btu
WY,1988,11398,Billion Btu
WY,1987,11117,Billion Btu
WY,1986,16232,Billion Btu
WY,1985,14997,Billion Btu
WY,1984,17197,Billion Btu
WY,1983,15778,Billion Btu
WY,1982,12241,Billion Btu
WY,1981,12117,Billion Btu
WY,1980,14250,Billion Btu
WY,1979,13906,Billion Btu
WY,1978,12774,Billion Btu
WY,1977,9937,Billion Btu
WY,1976,12547,Billion Btu
WY,1975,13226,Billion Btu
WY,1974,16196,Billion Btu
WY,1973,14024,Billion Btu
WY,1972,13492,Billion Btu
WY,1971,15331,Billion Btu
WY,1970,12129,Billion Btu
WY,1969,12992,Billion Btu
WY,1968,11560,Billion Btu
WY,1967,9641,Billion Btu
WY,1966,11106,Billion Btu
WY,1965,10793,Billion Btu
WY,1964,10613,Billion Btu
WY,1963,10641,Billion Btu
WY,1962,11746,Billion Btu
WY,1961,8273,Billion Btu
WY,1960,8174,Billion Btu
